user_id,total_bets,freq_bets,perc_sports,perc_casino,avg_deposit,avg_withdraw,active_days,cluster
U023,2900.9256268322024,29,0.009323057275175017,0.990676942724825,676.7252626386199,264.7512678517073,24,1
U024,4220.030711968576,16,0.6310314387924318,0.36896856120756816,654.2310191311295,435.5573488502642,11,2
U025,2846.7533615356056,35,1.0,0.0,1500.346463332763,1162.3898460018613,15,3
U026,2282.668765626901,28,0.6832075385894028,0.31679246141059725,821.419437099267,384.63362921581876,12,3
U027,1961.0721524752114,26,0.593316306244886,0.40668369375511404,828.8485134034961,135.27512170170888,11,2
U028,1709.8647460299755,27,0.6966246932300956,0.30337530676990443,3341.6339900051403,444.6710637610649,23,3
U029,5156.698950779174,28,0.5966723988154193,0.40332760118458066,520.9755207986484,1074.9532676191568,24,0
U030,3181.565909084883,33,0.35609568832196103,0.643904311678039,65.01182471095167,184.60474113711885,16,2
U031,1825.9782204879812,25,0.8469839747033115,0.15301602529668845,582.5540990051907,210.7011080931075,11,3
U032,1404.9097939673359,22,0.6677284569335263,0.33227154306647366,609.2014401307717,187.67750770589296,12,3
U033,3881.428435061811,26,0.6052839755800972,0.39471602441990283,812.6577019744391,76.38046264048008,11,2
U034,5075.162510103326,18,0.307390191816525,0.6926098081834751,950.5669579504658,369.2834847211809,10,2
U035,4771.814672704333,23,0.9910523795804277,0.00894762041957231,81.68155711642352,331.02347353206324,29,3
U036,1201.5705723170204,27,0.799410823599933,0.20058917640006702,964.2624616746774,37.4757005233655,13,3
U037,1947.7467019314363,28,0.4341237487898094,0.5658762512101906,637.4648882669536,147.7232905216699,17,2
U038,1682.1524512801477,28,0.9005474561045812,0.0994525438954188,539.9814564609566,414.449296855187,11,3
U039,2157.432173678983,22,0.45072874848443784,0.5492712515155622,135.4915105036035,620.6469899477324,12,2
U040,4426.632785044884,24,0.3653989522466889,0.634601047753311,1708.7181482427804,763.7003144554383,26,1
U041,6153.393685810815,33,0.37208906475591386,0.6279109352440861,472.6814573830293,662.2445200046126,21,0
U042,3267.730710462748,22,0.06867943407357269,0.9313205659264273,1068.480221530665,349.44484450814633,21,1
U043,1447.266934638326,23,0.7414627141254617,0.2585372858745383,331.72434638158774,60.15829974334675,20,3
U044,2431.2629473333564,28,0.050656536498495,0.949343463501505,838.3072644736441,281.96330214145405,26,1
U045,6918.809302610377,23,0.23146685062027123,0.7685331493797287,546.737524016732,6.587387645394321,6,2
U046,2672.3829023307794,24,0.0,1.0,1046.1166198304027,416.2112459032949,12,2
U047,1964.5270538633656,32,0.5741790921627321,0.4258209078372679,532.4956395997523,177.86373997448055,21,1
U048,2098.2789177019176,19,0.5549038619184383,0.4450961380815617,318.37770133655124,17.3724736051542,17,2
U049,3257.2700460720184,27,0.5019911360440907,0.49800886395590926,659.4124639299442,485.52762255070684,22,1
U050,1238.447601757894,23,0.28722669159882713,0.7127733084011729,634.8357488877587,1065.1584357151587,28,1
U051,1648.795677185044,24,0.24832987396900796,0.751670126030992,799.1632857633772,48.10265398111276,26,1
U052,4724.658590361376,28,0.7393109590639723,0.26068904093602774,1266.3186860798285,520.0415397865338,14,3
U053,3192.191422984596,23,0.4348344204874537,0.5651655795125463,257.99369285327066,237.37830755940013,6,2
U054,2692.74126071832,28,0.6949074964608434,0.3050925035391566,1223.4589927869888,156.5175256967771,6,3
U055,4884.020347018551,25,0.33442539416273326,0.6655746058372667,222.53772149712358,156.907124052518,18,1
U056,1372.028675672288,23,0.6543188228313247,0.3456811771686753,1018.6419744865008,237.32095986549515,20,3
U057,1917.6523758464705,19,0.990983411194819,0.00901658880518097,1040.6400328828431,236.44576430861798,11,3
U058,3118.395457172091,29,0.775849740117835,0.22415025988216497,452.82144053704985,336.7328651215476,25,3
U059,3040.3718858960447,22,0.4762758545350559,0.5237241454649442,346.5923087283882,139.88561336620995,25,1
U060,638.7683614476197,22,0.6771596911067782,0.3228403088932218,330.93749311739884,174.80610375831245,28,3
U061,1770.6921204076723,26,0.527800447640936,0.47219955235906397,706.5243058511066,561.470936218995,16,2
U062,2200.4975555424094,38,0.6023640554084184,0.3976359445915816,1087.07277799988,125.77843006190024,27,1
U063,3366.908313047652,23,0.5023166843554489,0.49768331564455115,596.162279965859,440.1527009003306,18,2
U064,3032.645462276399,26,0.5506994382343826,0.4493005617656174,55.86061508349665,249.8225818237012,29,1
U065,2358.589446001963,26,0.6636280059222526,0.3363719940777474,428.92584834905296,201.41753172918035,8,2
U066,321.157622859001,24,0.3019923901254148,0.6980076098745852,416.58629116647904,1330.4403669537783,30,1
U067,2449.006791677191,21,0.2952363519030065,0.7047636480969934,946.1098921776179,78.77643986565927,8,2
U068,2618.458541677835,15,0.18343723385063665,0.8165627661493633,980.204238970084,1121.0393057373124,22,1
U069,10946.996683174306,26,0.119918668648887,0.880081331351113,746.5394243019141,695.3384582890792,7,0
U070,2145.6896589459498,26,0.23481519233385617,0.7651848076661438,1224.9877239180298,182.92204386502925,5,2
U071,3130.589283695996,24,0.6478387520412388,0.35216124795876125,1286.4664629562708,711.381496443979,21,3
U072,5430.319138321448,25,0.33216374535243476,0.6678362546475652,449.91508935935406,1.556114427678524,11,2
U073,4257.109044708541,27,0.7540843392693288,0.24591566073067117,324.5893047126224,164.69582560505728,20,3
U074,6319.206870917219,27,0.6104141246257685,0.3895858753742315,628.2493363231406,127.84176544343735,9,0
U075,649.3683291115296,23,0.009448735968583866,0.9905512640314161,745.4587968354226,490.4680550829484,23,1
U076,1030.5928412404885,25,0.7964926752665069,0.2035073247334931,431.75512809500344,630.6297499075629,11,3
U077,1555.9005666633404,33,0.843239593677513,0.156760406322487,3852.0948132250246,483.7092229848934,18,3
U078,538.9757922783821,25,0.30184119754954397,0.698158802450456,1644.5563771890072,391.8376105469937,6,2
U079,2635.1359404122213,18,0.7260574628684975,0.2739425371315025,399.40391010187176,749.3740146043297,7,3
U080,1108.7665658557755,35,0.3430505287772403,0.6569494712227597,268.0328916599437,666.9437040442449,21,1
U081,6862.8131200231355,25,0.6293011130245006,0.37069888697549935,373.07701353816446,178.1906801387113,20,0
U082,1269.3013206679339,26,0.22065047791351028,0.7793495220864897,1301.7446279303595,200.36520439496513,12,2
U083,1926.7548268044595,22,0.06206806423962696,0.937931935760373,1322.7967852438796,636.6533061048187,22,1
U084,4429.443239556379,29,0.48515484311610935,0.5148451568838907,1657.5996653260102,333.6955882480935,19,1
U085,793.7070854512402,25,0.5628813161175491,0.4371186838824509,316.26419807262965,355.25107246714913,11,2
U086,500.37474736498666,26,0.4806960919156188,0.5193039080843812,943.5067678983645,398.52049457280305,13,2
U087,2874.8576156664185,30,0.24479083253323214,0.7552091674667678,342.2677366378417,33.682490128634186,10,2
U088,3037.78572862463,20,0.48003028136065884,0.5199697186393412,1891.074884762865,169.61356590095536,22,1
U089,4340.181959735746,31,0.6807884257742202,0.31921157422577984,325.880897135973,526.7929143026518,22,0
U090,3653.0658300416217,24,0.5865320909632389,0.4134679090367611,214.4503580312982,168.06649816801612,29,1
U091,3120.335505855434,28,0.654750309179764,0.34524969082023604,254.28298230244576,278.4585880911604,30,1
U092,1400.8221254313396,28,0.3989654398637301,0.6010345601362699,661.5957410915593,523.9406976437583,28,1
U093,2977.267367455416,22,0.9515153744148479,0.0484846255851521,1076.6055085823377,782.6932999039658,18,3
U094,3111.5613902410537,30,0.24714799903356582,0.7528520009664341,1029.5971343432602,857.13374771919,18,1
U095,1356.1264392127764,28,0.7462680891260156,0.2537319108739844,264.41382437808414,895.20994860811,18,3
U096,8133.11327966764,22,0.9545673278879885,0.04543267211201152,491.8921892773879,304.5380371173622,29,0
U097,3534.4103561521642,29,0.7442724278246686,0.2557275721753314,441.7264881421887,275.25400719818253,8,3
U098,1047.6926182055947,29,0.5392427318805509,0.46075726811944906,230.7994086706311,92.21448214993214,8,2
U099,4354.916857803392,27,0.4415108860011062,0.5584891139988938,433.25625792175197,1069.806242457369,19,0
U100,4868.092710605849,31,0.9108262953138768,0.08917370468612318,1611.928241244418,264.0664550584883,19,3
U101,3387.5675231421237,17,0.17310752242149807,0.8268924775785019,201.9412964431171,1050.8476616231687,22,1
U102,2054.2797572083955,16,0.3089627218861069,0.6910372781138931,781.8982616098159,450.6170698475579,18,2
U103,1306.0280190693147,24,0.48073267035248357,0.5192673296475164,1636.084227364531,811.4886254521257,30,1
U104,2353.6457945281472,23,0.9712961272535994,0.028703872746400627,1581.8548013513923,324.3829626098319,5,3
U105,3220.538918583453,25,0.7139302908122688,0.2860697091877312,1947.7294752719558,568.3228834713681,14,3
U106,2525.2626745374737,16,0.3095862724469264,0.6904137275530736,837.0430243938088,833.2394471772751,24,1
U107,6503.290825481423,30,0.5069076883845289,0.49309231161547107,925.4157230042813,211.89523389015451,14,0
U108,3917.869253770584,14,0.41570305677111163,0.5842969432288884,439.883484482459,898.8980980147962,14,2
U109,1180.3800815668978,23,0.38706330232993946,0.6129366976700605,197.63026489848244,108.86909621348399,28,1
U110,946.7814822438356,21,0.8936668675670337,0.10633313243296627,595.3907570982511,1304.694872354294,6,3
U111,3555.5266725259376,24,0.18847706122094832,0.8115229387790517,1408.3737575384528,399.93255306044205,12,2
U112,2091.753788954026,22,1.0,0.0,54.58084761182176,172.5603588180663,5,3
U113,4153.21821928404,21,0.8484689070553868,0.1515310929446132,456.31444083283617,684.4107419047266,5,3
U114,3532.9584428797384,23,0.9272585011811094,0.07274149881889058,988.4835288735771,468.94702012262934,8,3
U115,2361.6028191393907,25,0.4611181463924225,0.5388818536075775,668.2934673007397,36.82645847583108,11,2
U116,1192.5910215900851,26,0.5550177842762671,0.44498221572373287,1524.9016917592235,237.45137911573838,13,2
U117,564.299587029783,16,0.17005445564258642,0.8299455443574135,1313.767158531731,115.47255763532868,20,1
U118,2937.9311125466843,21,0.44260127787995907,0.5573987221200409,173.53943000198967,128.1522899963975,9,2
U119,780.3773004285483,30,0.7480964542929452,0.25190354570705475,710.3625753675282,122.84898199926786,6,3
U120,1149.3061941085457,26,0.9888189185344188,0.011181081465581166,356.90751008704865,546.2088277086006,27,3
U121,2809.659419979972,19,0.2678529549592645,0.7321470450407355,352.9728257417899,727.0856627612445,15,2
U122,2614.423313278938,21,0.4903482189044202,0.5096517810955798,187.68866163707574,155.77880470855183,22,1
U123,875.5829347102231,22,0.5546102339302433,0.44538976606975667,798.5606566940796,1535.4641512739297,29,1
U124,5238.48984528533,27,0.18126323934225447,0.8187367606577456,1545.7426315716043,403.7686416299972,29,1
U125,5146.287645672613,29,0.77740477252752,0.22259522747247995,850.0993814757633,688.4898104173017,23,0
U126,3635.871312563797,13,0.38280290047721727,0.6171970995227827,175.81713315056035,290.40374761814184,17,2
U127,3632.7666811469708,28,0.5413828946468928,0.4586171053531072,640.4127195280773,14.312561202816985,28,1
U128,3635.9021836960974,31,0.4644151884264367,0.5355848115735633,961.6692724423322,501.86273523093615,15,2
U129,4839.839920285595,21,0.3631984482840977,0.6368015517159022,604.9790328697067,1203.5440313941235,24,0
U130,3985.463041242373,22,0.5978865043558336,0.40211349564416643,839.3315146638804,183.14018566123198,23,1
U131,1282.1967161213045,23,0.5353171264295933,0.4646828735704067,382.15958640315745,91.53230555238179,21,1
U132,2068.8727210564803,31,0.4884426353164003,0.5115573646835997,552.2035913439456,715.4993760242407,9,2
U133,10194.79829733673,24,0.3814615134958972,0.6185384865041028,525.8779504067867,465.8497678019788,17,0
U134,347.2264786069053,17,0.6958574012348866,0.3041425987651134,1733.4505730920782,901.7960745380701,24,3
U135,1692.944564204186,25,1.0,0.0,269.73299561996583,352.85551154709765,5,3
U136,5257.2188340424445,27,0.6419661698517382,0.35803383014826184,65.49495115384293,621.9330011083235,14,0
U137,1354.900239353755,28,0.8988354644733387,0.10116453552666127,1661.920690277516,230.4881487683149,12,3
U138,4060.4689325238346,36,0.18293342245396121,0.8170665775460388,728.2847685914586,101.02070681580102,28,1
U139,2589.291957595283,22,0.6473284317881308,0.3526715682118692,219.66023858818428,623.3489505104537,12,3
U140,1438.5673755444634,29,0.27078950430868004,0.7292104956913199,1237.6846022735608,724.8852951545895,23,1
U141,271.51682568173794,14,0.1569225217404296,0.8430774782595705,1002.9576064753146,187.79783279095687,10,2
U142,2878.728779903202,37,0.3781885777622891,0.6218114222377109,1918.3966650923053,1123.1427400912708,16,2
U143,1257.9139822242664,24,0.9575698003240718,0.042430199675928204,771.1510798386698,1146.7507375094008,11,3
U144,2284.331062912211,20,0.8850047486008936,0.11499525139910638,2821.9831407858996,123.76469747901211,20,3
U145,3610.9514548886636,23,0.6729014166163199,0.32709858338368014,609.1229515716118,130.70414214512337,13,3
U146,4579.218447520617,29,0.14018983203302077,0.8598101679669792,1004.2662982276383,138.05035203725004,25,1
U147,1688.4485336610358,20,0.541115804583619,0.45888419541638104,1105.6499168968542,310.5789677250867,29,1
U148,1436.2524229862515,25,0.6905100026705207,0.30948999732947935,470.90784267561077,241.8456197579676,26,3
U149,766.9591168924451,20,0.6526608688735793,0.3473391311264207,458.8661875143095,74.59326346878048,14,3
U150,4731.943608594625,27,0.046861924955776235,0.9531380750442238,1121.219376122517,142.73360256510622,14,2
U151,9272.588963262913,19,0.33290464559403843,0.6670953544059616,201.40301822459062,14.980527264262513,14,0
U152,5079.714574799501,29,0.580776670755385,0.41922332924461503,354.8477367326261,21.363230590073183,24,0
U153,5843.401578964051,27,0.760887272855157,0.239112727144843,596.2192957338009,56.00773140599177,20,0
U154,1364.7511432834735,28,0.0,1.0,1879.5101054096808,1473.6306507246954,5,2
U155,3461.7024975835097,32,0.5513628073560425,0.4486371926439575,1121.7443529832651,1344.0146882645802,21,0
U156,4320.104248441166,23,0.6429146309636857,0.35708536903631427,707.0151067176142,653.2650724944623,30,0
U157,994.707896146982,18,0.8548835965548639,0.1451164034451361,435.77527674753753,189.8987447159844,25,3
U158,7180.728219398943,21,0.807857275271231,0.19214272472876903,2375.0437739064755,54.64401078866291,18,0
U159,627.320150401475,22,0.7747713956426415,0.22522860435735848,637.208112538436,346.0299530023416,23,3
U160,6458.485523843677,18,0.3600178479894197,0.6399821520105803,354.54817907474,513.7816615159392,25,0
U161,622.9231915453813,25,0.027599358863007684,0.9724006411369923,2669.3897970748717,158.7428390192152,25,1
U162,1040.3064899171625,25,0.4820841728815797,0.5179158271184203,210.77980550988346,490.5573824008928,21,1
U163,3505.8757397045065,38,0.900489547562568,0.09951045243743195,1577.5689210505614,90.41486275099783,18,3
U164,2637.621957407919,28,1.0,0.0,674.1871848595606,194.10377197279612,12,3
U165,1825.6149497655167,29,0.8131647306893356,0.1868352693106644,1119.8845722271822,272.87583985692527,25,3
U166,7000.715708084761,18,0.7288022468405203,0.2711977531594797,985.1595568871252,1373.7734823280387,25,0
U167,787.4590321530868,29,0.7138918945157896,0.2861081054842104,1108.7811701922733,140.34524680849495,13,3
U168,2217.43830083949,18,0.4331643759717658,0.5668356240282342,2825.027695710438,511.6124716194922,12,2
U169,3821.092635748357,29,0.560981911933914,0.439018088066086,2551.3878700551745,116.67134491578369,17,3
U170,3084.5713653075477,23,1.0,0.0,371.2092241468483,98.00820683470904,21,3
U171,1477.634356802939,31,0.3172325982624371,0.6827674017375629,959.03819273152,157.9528894647059,23,1
U172,1523.5658759481553,29,1.0,0.0,119.00551826961414,357.28875971292246,11,3
U173,4532.549883388159,23,0.5033915536523824,0.4966084463476176,1192.2142016382852,1235.5483392682333,21,0
U174,4678.036978298655,15,0.9976296327285235,0.002370367271476548,1386.832669927112,185.47545883849025,5,3
U175,3143.5482492432848,21,0.1779554971507385,0.8220445028492616,66.75764412735407,729.3453980677175,9,2
U176,1213.7579057482847,29,0.7757712603493947,0.2242287396506053,655.3525270812631,1424.6080755221124,29,3
U177,1564.5508378675333,35,0.3789689592157134,0.6210310407842866,1118.4716979414666,439.96297308530336,10,2
U178,2459.7422826952916,38,0.17541984242274372,0.8245801575772562,864.9469695851981,838.1121728680064,30,1
U179,2734.155860877334,23,0.6655602127232837,0.3344397872767163,215.10649006982047,148.40497846571867,6,2
U180,3716.154177717133,20,0.9028415365787905,0.09715846342120948,239.03320929395036,499.98974508569177,29,3
U181,2128.5408339647693,27,0.3465175684219511,0.653482431578049,597.6668411644018,613.4988317436363,20,1
U182,4463.268348753331,26,0.15029521186247963,0.8497047881375204,470.8544520810378,69.793675651913,26,1
U183,4429.42174301177,30,0.5724465706995134,0.42755342930048656,508.1001434642946,132.07050290715364,9,2
U184,5975.930524617786,23,0.5737694013668456,0.4262305986331544,186.26063829813398,261.29082835068334,9,0
U185,2540.8947438554364,21,0.7644958882663496,0.23550411173365038,683.0112037609656,162.94368119682196,16,3
U186,3181.7532630399587,33,0.8848783714093464,0.11512162859065356,1889.065668256043,292.2555425701185,7,3
U187,2256.3528099211476,24,0.5821754456182517,0.41782455438174826,224.38487199373444,56.475418804133106,20,1
U188,1226.6920237754985,28,1.0,0.0,559.5421637783415,1321.6351386502292,10,3
U189,9135.144329752695,19,0.6672704233605875,0.3327295766394125,1033.5594847742177,790.3542582143662,19,0
U190,5480.12509201356,27,0.4960720481979301,0.5039279518020698,142.85409779568252,3191.0935924527585,19,0
U191,4367.7643926778255,25,0.11652979226915161,0.8834702077308484,688.2155119071128,81.78806246336407,20,1
U192,2476.3591390382853,25,0.5212021439051496,0.47879785609485037,1358.482578487429,516.9314422581257,24,1
U193,1133.9221563164408,16,0.4990839163766591,0.5009160836233408,273.9523698903862,164.65221365409946,17,2
U194,4903.640864329805,30,0.8880914388844411,0.11190856111555891,739.3500278789602,97.28365259471411,16,3
U195,2225.900686054257,26,0.7387450872200562,0.26125491277994384,1292.46432939569,755.1762791902444,14,3
U196,3387.924476583472,13,0.2461892635102148,0.7538107364897852,2731.8345340923943,368.12723235682694,18,2
U197,1559.5356780847096,24,0.6516763159233112,0.3483236840766888,711.2711979066875,243.98686088422667,6,2
U198,3005.01262746748,31,0.8014593515187161,0.19854064848128394,361.8971374523978,451.6952724618517,7,3
U199,1641.1980939303676,38,1.0,0.0,364.5880047910862,138.81270441398223,13,3
U200,1694.2792796500541,26,0.8662511902242178,0.13374880977578218,175.25291706344802,133.46815199510522,15,3
U201,2976.824067375265,24,0.8282539962934433,0.17174600370655668,1990.6446556491328,171.34082868978322,15,3
U202,613.5982126408629,16,0.6180257983845491,0.3819742016154509,1239.3031541438609,878.5186803151475,29,1
U203,644.9536179121809,29,0.7164936016270349,0.2835063983729651,238.9756272374687,823.1192579623715,26,3
U204,1350.861656854382,25,0.9748514702118476,0.025148529788152407,343.8953093259147,76.79003874262395,14,3
U205,2109.0227318265884,21,0.20016678075610506,0.7998332192438949,702.4404996468948,1279.1578749041764,30,1
U206,4555.789369329431,27,0.4951682018349132,0.5048317981650867,1351.5307967592269,339.88585397131664,18,2
U207,2202.894474502505,26,0.3682293753731278,0.6317706246268722,960.7430843694111,509.62255675896216,13,2
U208,2464.3205613592627,25,0.7137459356178372,0.28625406438216283,895.4418047211697,165.24683834952117,24,3
U209,1981.6418150721283,34,0.9690666526952363,0.030933347304763714,776.3157307205211,356.87941840774516,25,3
U210,3178.4617946079775,27,0.4209077139836778,0.5790922860163221,251.71999363685083,96.53861791512085,14,2
U211,1215.869338090087,22,0.0,1.0,709.4202128291713,152.77012658349835,26,1
U212,2295.245901001624,29,0.47633377649265896,0.523666223507341,646.276775100167,705.6345359700132,13,2
U213,3361.387188858867,24,0.8740421196052219,0.12595788039477807,172.6632489494082,719.0601433771122,9,3
U214,2959.5462123489056,25,0.7612889708849638,0.23871102911503617,1957.9113884555936,529.9754260532404,12,3
U215,2524.464449463874,18,0.7284558743431728,0.2715441256568272,406.2517020827604,228.42517826950018,15,3
U216,2547.7647563194746,23,0.5160020094376561,0.48399799056234394,177.67120626719347,75.02274354658768,5,2
U217,3593.6854902176588,29,0.21629077913406408,0.783709220865936,465.8490455000766,962.8404090829587,25,1
U218,9417.298795318422,23,0.7545882964873402,0.24541170351265984,542.2849222643763,762.5029048836385,14,0
U219,1289.0052500282532,33,0.34971545698961254,0.6502845430103874,631.3507404573319,28.339379548997048,5,2
U220,9590.028490177585,26,1.0,0.0,535.0684875971483,729.1369271762687,30,0
U221,1238.684416993929,30,0.7711521625063548,0.22884783749364523,659.3246071389659,243.83898053534867,26,3
U222,230.27024291847158,26,0.42580550923381466,0.5741944907661853,746.9410788454057,630.5689678577091,11,2
U223,1613.8350141797378,27,0.4165844257834115,0.5834155742165885,718.4711668886176,57.56645893733124,18,1
U224,3221.9238912530263,17,0.5721167380159234,0.42788326198407656,890.6715271844355,175.0064889418804,9,2
U225,8177.395223970307,20,0.528149423393475,0.47185057660652496,929.4001019767355,381.53266761788154,21,0
U226,1132.596252528223,31,0.9350501326589862,0.06494986734101382,946.2054953079296,1322.039599297991,26,3
U227,3578.712143404177,36,0.6559248509232138,0.34407514907678616,1118.382420040575,382.43543174425537,30,1
U228,715.8599169749087,24,0.38051047832744156,0.6194895216725584,369.24307472624844,850.8680431989158,25,1
U229,7988.084532450313,25,1.0,0.0,380.9665080832478,430.7226617763622,10,0
U230,5550.119716515828,22,0.6147924994560667,0.38520750054393327,1355.7637641758713,417.0940154878578,20,0
U231,1697.063789785216,32,0.830651902790669,0.16934809720933097,477.61537494274233,554.6485731174187,15,3
U232,6145.039186617475,29,0.4175320477665722,0.5824679522334277,604.5233301395543,331.4058332900453,14,0
U233,2284.6895659668103,25,0.7089346883233569,0.29106531167664307,563.357702020517,691.8853005587174,19,3
U234,5744.730919004511,26,0.6933329973429585,0.3066670026570415,2667.748060468617,105.74634608390475,11,3
U235,2510.1681352385253,22,0.03310521237115416,0.9668947876288458,316.3151249099743,333.5626669234221,27,1
U236,2592.0855790166916,20,1.0,0.0,310.98535440777476,1407.040815297178,6,3
U237,1725.8083189536417,25,0.9871933382767641,0.012806661723235857,661.0706324608898,878.9281628387804,16,3
U238,3910.512812214844,22,0.48084140515620366,0.5191585948437963,576.0238104013181,464.6592854252601,23,1
U239,2740.2619208494643,29,0.26931907786324333,0.7306809221367567,236.7862435359087,785.5654231652758,16,2
U240,3634.388917231848,26,0.7042684841410656,0.2957315158589344,620.2989383840234,1138.0928150842099,20,0
U241,550.5806077394587,24,0.6260093098243189,0.3739906901756811,674.9763753761857,22.019515458102514,10,2
U242,5880.196110891774,18,0.7067006845689688,0.29329931543103116,438.97003459944085,267.7259907094425,7,0
U243,6867.436738967437,25,0.6574732188582268,0.34252678114177315,591.8753274080725,174.34065314784186,6,0
U244,2730.7598832467525,41,0.7518722967917778,0.2481277032082222,344.1422219560363,63.87359678323434,24,3
U245,8990.559962857336,22,1.0,0.0,237.33473439588488,1558.9195047328171,9,0
U246,7672.562484616718,21,0.7704309615385938,0.2295690384614062,474.65833511601596,577.234156668508,15,0
U247,3969.587762299494,21,0.28510335032701767,0.7148966496729823,273.50037531422055,763.6143420934484,30,1
U248,6197.241948054389,24,1.0,0.0,195.10950260983327,182.7967124211685,29,0
U249,5160.786372384747,22,1.0,0.0,94.58086849308667,262.0807238749172,7,3
U250,406.69455135553955,30,1.0,0.0,786.0767369875088,348.34786849863804,7,3
U251,2013.7444784189197,23,0.2629517900281206,0.7370482099718794,461.72774701152076,495.76775747631814,26,1
U252,4162.846160339605,29,0.6728646039450825,0.3271353960549175,1361.2001633943892,671.060273294737,9,3
U253,7165.885947567817,26,0.0,1.0,493.71971615654246,636.4463085933617,26,1
U254,666.6658774715288,16,0.7659447469137627,0.2340552530862373,783.2844425325661,279.5961036313168,27,3
U255,439.48360797236705,28,0.4355399105499682,0.5644600894500318,389.4312051065447,1172.326629169409,15,2
U256,2393.9677413853456,29,1.0,0.0,645.5697516241388,997.2571343099164,7,3
U257,253.29426809385598,36,0.3676155089944254,0.6323844910055746,95.4891448611277,453.1622365556218,17,1
U258,2331.3605163450275,21,0.0932450886098215,0.9067549113901785,468.90586930617826,360.5330911185322,25,1
U259,3279.231775456404,22,0.4586208777892441,0.5413791222107559,318.1375998713455,259.0995911209172,12,2
U260,1085.8886932844869,29,0.0073536686348587565,0.9926463313651412,1268.033085828306,498.2484421758779,24,1
U261,2380.5761879537504,25,0.825329836352193,0.17467016364780696,746.8620525805475,956.7923883583333,14,3
U262,4843.2715143245805,23,0.0,1.0,1149.1420899675695,368.19302466566916,6,2
U263,1607.3311155016281,30,0.6085372743549476,0.39146272564505236,1462.87394221256,198.8077708110988,8,2
U264,1257.4826965510883,28,0.0,1.0,438.03401531890785,360.68307890522203,22,1
U265,2298.411585811071,34,0.5039106586390074,0.4960893413609926,723.5544834338114,460.5518647282907,23,1
U266,983.3800556091886,21,1.0,0.0,250.42085223051834,97.06178825901148,8,3
U267,8561.114999298243,20,0.7081943674307385,0.2918056325692615,870.6279604927084,67.94635751996051,24,0
U268,2568.9112208469237,31,0.3409519185105198,0.6590480814894801,962.4589525477978,204.39348814948596,30,1
U269,1375.052260925103,28,0.5906389533182748,0.40936104668172524,828.4909490229151,1170.4712208643964,13,3
U270,2937.6856373424907,36,0.605405061613334,0.39459493838666604,437.62728287893367,915.2635422114595,20,3
U271,2288.7254712075187,23,0.7417891037530217,0.25821089624697835,2078.284713640884,47.8205258277264,30,3
U272,2096.043690291836,23,0.18994249101575206,0.8100575089842479,673.6365546543456,126.4710151493161,10,2
U273,1606.9798420464226,31,0.7777701821541991,0.22222981784580087,251.81729169357348,661.7039123581663,29,3
U274,1542.50011487286,24,0.0,1.0,1027.1307396464715,232.28423144724965,8,2
